Modelo,Recall,Precision,F1,AUC-ROC,AUC-PR,Threshold,Score
MLP,0.9559357179885951,0.25016958350291685,0.3965591397849462,0.8222540679760845,0.5772347080164628,0.14,0.6923302950311974
